2025-10-01T20:30:48:  INFO  Accepting connections at http://localhost:3000
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 3 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 3 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/admin-sidebar-DEWNQ41z.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 GET /assets/avatar-OnCY2Scd.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/layout-dashboard-BuO2Q3Jg.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 GET /assets/skeleton-EjKSztdk.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 200 in 4 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 200 in 2 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 4 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 2 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/download-3LoQ5zwV.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 200 in 1 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/library-BX1GvTpc.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 200 in 1 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 GET /assets/message-square-t71VWl0n.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 GET /assets/log-out-BhybRkpe.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 GET /assets/index-91jSTSfl.js
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 4 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 200 in 4 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 304 in 4 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM 127.0.0.1 Returned 304 in 3 ms
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 GET /logo.png
2025-10-12T19:39:55:  HTTP  10/12/2025 7:39:55 PM ::1 Returned 304 in 0 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 GET /assets/add-ready-paper-page-C2J75VoM.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 GET /assets/textarea-CnqYG7ZU.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 GET /assets/user-ITCWurUC.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 Returned 200 in 3 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 Returned 200 in 3 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 Returned 200 in 2 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 GET /assets/file-type-DRpR-6FH.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 GET /assets/globe-CC5dAYJA.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 GET /assets/hash-CzbIYjL7.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 Returned 200 in 2 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 Returned 200 in 1 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 Returned 200 in 2 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 GET /assets/graduation-cap-CJGsMkjG.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 GET /assets/dollar-sign-klZz4fbx.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM ::1 Returned 200 in 2 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 GET /assets/upload-wfG2Mdpn.js
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 Returned 200 in 3 ms
2025-10-12T19:40:19:  HTTP  10/12/2025 7:40:19 PM 127.0.0.1 Returned 200 in 2 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /admin/ready-papers
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/index-kdnfETb6.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/index-BFGJ1zJT.css
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/routes-CPlLLsF8.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /logo.png
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/ready-papers-page-DZ_5eSJp.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/alert-dialog-SFnRR4FS.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/card-BXwgBYqC.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/input-KOqyrN3T.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/select-DmxzNeH-.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/table-Nhku7EvL.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/search-DN81eZoO.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/eye-DmXTbeCc.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/square-pen-B19zRifB.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/chevron-left-BJkYGUC_.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/skeleton-EjKSztdk.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/admin-sidebar-DEWNQ41z.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/avatar-OnCY2Scd.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/index-91jSTSfl.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/layout-dashboard-BuO2Q3Jg.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/download-3LoQ5zwV.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/library-BX1GvTpc.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /assets/message-square-t71VWl0n.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 GET /assets/log-out-BhybRkpe.js
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 GET /logo.png
2025-10-12T19:41:37:  HTTP  10/12/2025 7:41:37 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM ::1 GET /assets/funnel-Ba-GXWNo.js
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM 127.0.0.1 GET /assets/use-api-BJtQpi6P.js
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM ::1 GET /assets/free-papers-page-BuVFuWYz.js
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM ::1 Returned 200 in 4 ms
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM ::1 Returned 200 in 5 ms
2025-10-12T19:41:49:  HTTP  10/12/2025 7:41:49 PM 127.0.0.1 Returned 200 in 7 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /admin/ready-papers
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/index-kdnfETb6.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/index-BFGJ1zJT.css
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/routes-CPlLLsF8.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /logo.png
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/ready-papers-page-DZ_5eSJp.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/alert-dialog-SFnRR4FS.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/card-BXwgBYqC.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/input-KOqyrN3T.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/select-DmxzNeH-.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/table-Nhku7EvL.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/search-DN81eZoO.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 2 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/square-pen-B19zRifB.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/eye-DmXTbeCc.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/admin-sidebar-DEWNQ41z.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/chevron-left-BJkYGUC_.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 2 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/skeleton-EjKSztdk.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/avatar-OnCY2Scd.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/index-91jSTSfl.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/download-3LoQ5zwV.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/library-BX1GvTpc.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/layout-dashboard-BuO2Q3Jg.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /assets/message-square-t71VWl0n.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 GET /assets/log-out-BhybRkpe.js
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 GET /logo.png
2025-10-12T19:41:58:  HTTP  10/12/2025 7:41:58 PM ::1 Returned 304 in 1 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 GET /assets/add-ready-paper-page-C2J75VoM.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 GET /assets/textarea-CnqYG7ZU.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 GET /assets/user-ITCWurUC.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 Returned 304 in 1 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 GET /assets/file-type-DRpR-6FH.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 Returned 304 in 0 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 GET /assets/globe-CC5dAYJA.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 GET /assets/hash-CzbIYjL7.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 Returned 304 in 2 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 GET /assets/graduation-cap-CJGsMkjG.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 GET /assets/dollar-sign-klZz4fbx.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM ::1 Returned 304 in 0 ms
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 GET /assets/upload-wfG2Mdpn.js
2025-10-12T19:42:09:  HTTP  10/12/2025 7:42:09 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /admin/ready-papers
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 2 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/index-kdnfETb6.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/index-BFGJ1zJT.css
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/routes-CPlLLsF8.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /logo.png
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/ready-papers-page-DZ_5eSJp.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/alert-dialog-SFnRR4FS.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/input-KOqyrN3T.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/card-BXwgBYqC.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/table-Nhku7EvL.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/select-DmxzNeH-.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/paper-formatters-RX6b2E5u.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/search-DN81eZoO.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/eye-DmXTbeCc.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/square-pen-B19zRifB.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/chevron-left-BJkYGUC_.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 2 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/skeleton-EjKSztdk.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/admin-sidebar-DEWNQ41z.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/avatar-OnCY2Scd.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/index-91jSTSfl.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/download-3LoQ5zwV.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/library-BX1GvTpc.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/layout-dashboard-BuO2Q3Jg.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /assets/message-square-t71VWl0n.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 0 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 GET /assets/log-out-BhybRkpe.js
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM ::1 Returned 304 in 1 ms
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 GET /logo.png
2025-10-12T19:43:40:  HTTP  10/12/2025 7:43:40 PM 127.0.0.1 Returned 304 in 1 ms
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 GET /admin/ready-papers
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 Returned 304 in 1 ms
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 GET /assets/ui-vendor-CkcluCKQ.js
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 Returned 304 in 1 ms
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM 127.0.0.1 GET /assets/index-kdnfETb6.js
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 GET /assets/index-BFGJ1zJT.css
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM 127.0.0.1 Returned 304 in 2 ms
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM ::1 Returned 304 in 1 ms
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM 127.0.0.1 GET /assets/react-vendor-C7_2p32o.js
2025-10-12T19:44:06:  HTTP  10/12/2025 7:44:06 PM 127.0.0.1 Returned 304 in 1 ms
